value,label,per,ra,dec,t14,tt
1046,Kepler-211 b,4.138575,19.02928056,43.16848056,0.09275,2454965.016
1047,Kepler-211 c,6.04045,19.02928056,43.16848056,0.0855417,2455005.594
1048,Kepler-212 b,16.257582,19.17471944,43.14165,0.274833,2454972.648
1049,Kepler-212 c,31.805174,19.17471944,43.14165,0.3465,2455023.248
1050,Kepler-213 b,2.46236,19.38828056,44.64718056,0.0736667,2455004.84
1051,Kepler-213 c,4.822962,19.38828056,44.64718056,0.0345,2454967.436
1052,Kepler-214 b,15.660544,18.98366111,44.95603056,0.291917,2454979.349
1053,Kepler-214 c,28.7798,18.98366111,44.95603056,0.325125,2455026.304
1054,Kepler-215 b,9.360672,19.6649,45.21368889,0.126458,2455004.967
1055,Kepler-215 c,14.667108,19.6649,45.21368889,0.160625,2454978.424
1056,Kepler-215 d,30.864423,19.6649,45.21368889,0.113292,2455005.933
1057,Kepler-215 e,68.16101,19.6649,45.21368889,0.235583,2455020.032
1058,Kepler-216 b,7.693641,19.58186944,46.12915,0.210417,2455009.501
1059,Kepler-216 c,17.406669,19.58186944,46.12915,0.286208,2455004.006
1060,Kepler-217 b,5.374943,19.53585,46.27751944,0.167125,2455003.933
1061,Kepler-217 c,8.586004,19.53585,46.27751944,0.139833,2454970.961
1062,Kepler-217 d,3.88689525,19.53585,46.2775,0.15242,2454965.494
1063,Kepler-218 b,3.619337,19.69418889,46.26646944,0.125583,2454968.438
1064,Kepler-218 c,44.699576,19.69418889,46.26646944,0.261292,2455007.822
1065,Kepler-218 d,124.5244647,19.69418611,46.26647222,0.39992,2455087.18
1066,Kepler-219 b,4.585512,19.24926944,46.76256111,0.136333,2455002.857
1067,Kepler-219 c,22.714613,19.24926944,46.76256111,0.242,2454980.291
1068,Kepler-219 d,47.903645,19.24926944,46.76256111,0.238292,2454974.983
1069,Kepler-22 b,289.8623,19.28116472,47.88441667,0.308958,2454966.698
1070,Kepler-220 b,4.159807,19.43373889,46.89573889,0.06775,2454966.786
1071,Kepler-220 c,9.034199,19.43373889,46.89573889,0.0619167,2455004.014
1072,Kepler-220 d,28.122397,19.43373889,46.89573889,0.170958,2454979.919
1073,Kepler-220 e,45.902733,19.43373889,46.89573889,0.212,2454999.563
1074,Kepler-221 b,2.795906,19.77698056,46.83526944,0.086,2454965.729
1075,Kepler-221 c,5.690586,19.77698056,46.83526944,0.105083,2455007.049
1076,Kepler-221 d,10.04156,19.77698056,46.83526944,0.105417,2454970.085
1077,Kepler-221 e,18.369917,19.77698056,46.83526944,0.0935417,2454964.86
1078,Kepler-222 b,3.936981,19.19373889,46.93776944,0.0761667,2455002.651
1079,Kepler-222 c,10.08881,19.19373889,46.93776944,0.0714167,2455006.083
1080,Kepler-222 d,28.081912,19.19373889,46.93776944,0.189208,2455027.914
1081,Kepler-223 b,7.384108,19.88788889,47.27948889,0.225667,2454970.486
1082,Kepler-223 c,9.848183,19.88788889,47.27948889,0.243,2454971.387
1083,Kepler-223 d,14.788759,19.88788889,47.27948889,0.248625,2455009.764
1084,Kepler-223 e,19.721734,19.88788889,47.27948889,0.2425,2454968.104
1085,Kepler-224 b,3.132924,19.39561944,47.3576,0.08475,2454968.675
1086,Kepler-224 c,5.925003,19.39561944,47.3576,0.118458,2455002.715
1087,Kepler-224 d,11.349393,19.39561944,47.3576,0.12975,2454967.316
1088,Kepler-224 e,18.643577,19.39561944,47.3576,0.0769167,2454974.625
1089,Kepler-225 b,6.738975,19.4796,47.45708889,0.12575,2454968.277
1090,Kepler-225 c,18.794234,19.4796,47.45708889,0.136625,2455010.794
1091,Kepler-226 b,3.940997,19.49173889,47.88098889,0.108167,2454969.093
1092,Kepler-226 c,5.349555,19.49173889,47.88098889,0.127125,2455004.806
1093,Kepler-226 d,8.109044,19.49173889,47.88098889,0.154083,2454965.803
1094,Kepler-227 b,9.488015,19.46228056,48.14165,0.129708,2455003.539
1095,Kepler-227 c,54.418694,19.46228056,48.14165,0.187958,2454995.51
1096,Kepler-228 b,2.566546,19.75241111,48.22466944,0.0969583,2455012.554
1097,Kepler-228 c,4.134444,19.75241111,48.22466944,0.130125,2455005.977
1098,Kepler-228 d,11.094286,19.75241111,48.22466944,0.191292,2455004.201
1099,Kepler-229 b,6.252972,19.1333,48.37578889,0.11,2455004.299
1100,Kepler-229 c,16.068638,19.1333,48.37578889,0.14775,2455006.622
1101,Kepler-229 d,41.194912,19.1333,48.37578889,0.209167,2454998.024
1102,Kepler-23 b,7.10664,19.61459417,49.47922222,0.19875,2454971.302
1103,Kepler-23 c,10.7421,19.61459417,49.47922222,0.255417,2454966.293
1104,Kepler-23 d,15.274299,19.6146,49.47921944,0.253917,2454980.583
1105,Kepler-230 b,32.625555,19.0479,48.50586111,0.240958,2455027.137
1106,Kepler-230 c,91.773242,19.0479,48.50586111,0.251417,2455026.831
1107,Kepler-231 b,10.065275,19.59821944,50.53191111,0.06,2454969.282
1108,Kepler-231 c,19.271566,19.59821944,50.53191111,0.133708,2455019.769
1109,Kepler-232 b,4.431222,19.72108056,51.12173889,0.132167,2455004.016
1110,Kepler-232 c,11.379349,19.72108056,51.12173889,0.108833,2454966.85
1111,Kepler-233 b,8.472382,19.75776944,51.31951944,0.112375,2455007.162
1112,Kepler-233 c,60.418955,19.75776944,51.31951944,0.234125,2455014.162
1113,Kepler-234 b,2.711506,19.44356944,38.49466111,0.132292,2455003.035
1114,Kepler-234 c,7.21205,19.44356944,38.49466111,0.168292,2455005.817
1115,Kepler-235 b,3.340222,19.07193889,39.27831944,0.0802083,2455004.978
1116,Kepler-235 c,7.824904,19.07193889,39.27831944,0.092375,2454969.556
1117,Kepler-235 d,20.060548,19.07193889,39.27831944,0.138,2454980.461
1118,Kepler-235 e,46.183669,19.07193889,39.27831944,0.201375,2454998.239
1119,Kepler-236 b,8.295611,18.92443056,39.89808056,0.0553333,2454968.792
1120,Kepler-236 c,23.968127,18.92443056,39.89808056,0.173583,2455019.217
1121,Kepler-237 b,4.715106,18.88143056,40.42183056,0.0979583,2454967.96
1122,Kepler-237 c,8.103636,18.88143056,40.42183056,0.13125,2455009.948
1123,Kepler-238 c,6.155557,19.19313889,40.63781944,0.201542,2454967.823
1124,Kepler-238 d,13.233549,19.19313889,40.63781944,0.27675,2454973.322
1125,Kepler-239 b,11.763051,19.61348056,40.66341111,0.120792,2455013.936
1126,Kepler-239 c,56.228098,19.61348056,40.66341111,0.154167,2454965.288
1127,Kepler-24 b,8.14561,19.36088444,38.34375,0.1675,2454973.569
1128,Kepler-24 c,12.3318,19.36088444,38.34375,0.154583,2454970.586
1129,Kepler-24 d,4.244384,19.36088056,38.34375,0.122708,2454970.064
1130,Kepler-24 e,18.998355,19.36088056,38.34375,0.123458,2454977.744
1131,Kepler-240 b,4.144495,19.41058056,40.75026944,0.0986667,2454968.927
1132,Kepler-240 c,7.953528,19.41058056,40.75026944,0.10825,2455007.662
1133,Kepler-241 b,12.718092,19.52753889,41.06091944,0.129875,2455008.354
1134,Kepler-241 c,36.065978,19.52753889,41.06091944,0.178042,2455031.582
1135,Kepler-242 b,8.20395,19.10438056,41.8084,0.114167,2455002.691
1136,Kepler-242 c,14.496481,19.10438056,41.8084,0.13425,2454976.413
1137,Kepler-243 b,5.715442,19.00736944,42.03396111,0.1035,2455007.878
1138,Kepler-243 c,20.026218,19.00736944,42.03396111,0.0549583,2454979.908
1139,Kepler-244 b,4.311792,19.14951111,42.30136944,0.113958,2455006.576
1140,Kepler-244 c,9.767292,19.14951111,42.30136944,0.0572083,2455019.579
1141,Kepler-244 d,20.050401,19.14951111,42.30136944,0.187667,2455021.087
1142,Kepler-245 b,7.49019,19.4426,42.43631944,0.116833,2455007.949
1143,Kepler-245 c,17.460812,19.4426,42.43631944,0.0935,2454970.264
1144,Kepler-245 d,36.277108,19.4426,42.43631944,0.200167,2455034.278
1145,Kepler-245 e,3.21982106,19.44259722,42.43630556,0.088154,2454966.003
1146,Kepler-246 b,4.60182,19.76556111,42.66343056,0.0927917,2455002.979
1147,Kepler-246 c,11.187161,19.76556111,42.66343056,0.131708,2454970.182
1148,Kepler-247 b,3.33616,19.24283056,43.03928889,0.0865417,2454968.313
1149,Kepler-247 c,9.439452,19.24283056,43.03928889,0.120667,2455010.185
1150,Kepler-247 d,20.477912,19.24283056,43.03928889,0.127833,2455011.668
1151,Kepler-248 b,6.308205,19.53743056,43.58136111,0.125333,2455007.047
1152,Kepler-248 c,16.239494,19.53743056,43.58136111,0.167917,2455008.569
1153,Kepler-249 b,3.306539,19.799,43.65851944,0.073625,2454967.371
1154,Kepler-249 c,7.113702,19.799,43.65851944,0.0924583,2455007.325
1155,Kepler-249 d,15.368459,19.799,43.65851944,0.112375,2454980.389
1156,Kepler-250 b,4.148141,19.30631944,44.14195,0.100125,2454966.391
1157,Kepler-250 c,7.156804,19.30631944,44.14195,0.106958,2455007.136
1158,Kepler-250 d,17.648312,19.30631944,44.14195,0.0825,2454966.545
1159,Kepler-251 b,4.790936,19.77108056,44.10586111,0.112708,2454969.311
1160,Kepler-251 c,16.514043,19.77108056,44.10586111,0.171167,2455009.116
1161,Kepler-251 d,30.133001,19.77108056,44.10586111,0.204958,2455023.383
1162,Kepler-251 e,99.640161,19.77108056,44.10586111,0.181667,2455031.693
1163,Kepler-252 b,6.668391,19.70528889,44.54596111,0.0824167,2454970.435
1164,Kepler-252 c,10.848463,19.70528889,44.54596111,0.124,2455004.804
1165,Kepler-253 b,3.783986,19.45613056,44.85808889,0.0805,2454966.28
1166,Kepler-253 c,10.281951,19.45613056,44.85808889,0.146542,2455008.34
1167,Kepler-253 d,18.119869,19.45613056,44.85808889,0.17875,2455015.616
1168,Kepler-254 b,5.826662,19.21098056,45.81651111,0.126333,2455006.01
1169,Kepler-254 c,12.412183,19.21098056,45.81651111,0.140083,2454975.539
1170,Kepler-254 d,18.746477,19.21098056,45.81651111,0.165042,2454980.129
1171,Kepler-255 b,5.714606,19.73761944,45.97683889,0.09325,2454965.64
1172,Kepler-255 c,9.946047,19.73761944,45.97683889,0.140833,2455004.7
1173,Kepler-255 d,1.04562266,19.73761667,45.97683333,0.076121,2454966.918
1174,Kepler-256 b,1.620493,19.50536111,46.09738889,0.093375,2454965.068
1175,Kepler-256 c,3.38802,19.50536111,46.09738889,0.1095,2455003.532
1176,Kepler-256 d,5.839172,19.50536111,46.09738889,0.130583,2454965.088
1177,Kepler-256 e,10.681572,19.50536111,46.09738889,0.147583,2454964.555
1178,Kepler-257 b,2.382667,19.82106944,46.02326111,0.0755,2455003.663
1179,Kepler-257 c,6.581484,19.82106944,46.02326111,0.137042,2455007.786
1180,Kepler-257 d,24.664551,19.82106944,46.02326111,0.110625,2455022.021
1181,Kepler-258 b,13.19722,19.60456944,46.57933056,0.142417,2455004.544
1182,Kepler-258 c,33.653079,19.60456944,46.57933056,0.171917,2454980.798
1183,Kepler-259 b,8.115317,19.21413056,46.615,0.123083,2455007.52
1184,Kepler-259 c,36.924931,19.21413056,46.615,0.196792,2455007.223
1185,Kepler-26 b,12.282356,18.99606639,46.56652778,0.1175,2454978.832
1186,Kepler-26 c,17.25204,18.99606639,46.56652778,0.088333,2454982.885
1187,Kepler-26 d,3.543919,18.99606944,46.56653889,0.0838333,2454969.259
1188,Kepler-26 e,46.827915,18.99606944,46.56653889,0.0868333,2454969.743
1189,Kepler-260 b,8.187399,19.46173056,38.01411944,0.126125,2455093.868
1190,Kepler-260 c,76.050178,19.46173056,38.01411944,0.284417,2454994.712
1191,Kepler-261 b,10.381227,19.42431944,37.60916944,0.114958,2455101.024
1192,Kepler-261 c,24.570858,19.42431944,37.60916944,0.115042,2454968.874
1193,Kepler-262 b,13.060855,19.38191111,37.25265,0.136583,2454970.631
1194,Kepler-262 c,21.853722,19.38191111,37.25265,0.145417,2454977.315
1195,Kepler-263 b,16.568087,19.49798056,37.56778889,0.172625,2454979.152
1196,Kepler-263 c,47.332773,19.49798056,37.56778889,0.127875,2454984.41
1197,Kepler-264 b,40.806231,19.46963889,37.37623889,0.593875,2454988.712
1198,Kepler-264 c,140.101261,19.46963889,37.37623889,0.747208,2455049.221
1199,Kepler-265 b,6.846262,19.36736111,41.24481944,0.149583,2454965.17
1200,Kepler-265 c,17.028937,19.36736111,41.24481944,0.197167,2454976.336
1201,Kepler-265 d,43.130617,19.36736111,41.24481944,0.12775,2454999.275
1202,Kepler-265 e,67.831024,19.36736111,41.24481944,0.294417,2454958.897
1203,Kepler-266 b,6.61833,19.63228889,44.16691111,0.154875,2455193.37
1204,Kepler-266 c,107.723601,19.63228889,44.16691111,0.336667,2455187.183
1205,Kepler-267 b,3.353728,19.98868889,47.15746111,0.06225,2454967.869
1206,Kepler-267 c,6.87745,19.98868889,47.15746111,0.05625,2454965.083
1207,Kepler-267 d,28.464515,19.98868889,47.15746111,0.11425,2454991.04
1208,Kepler-268 b,25.934138,19.46508056,38.05508056,0.190458,2454982.762
1209,Kepler-268 c,83.446393,19.46508056,38.05508056,0.300792,2454991.685
1210,Kepler-269 b,5.326718,19.34768056,41.77596944,0.141125,2455190.122
1211,Kepler-269 c,8.127899,19.34768056,41.77596944,0.162458,2455191.688
1212,Kepler-27 b,15.3348,19.48245139,41.08586111,0.144583,2454991.673
1213,Kepler-27 c,31.3309,19.48245139,41.08586111,0.197917,2454986.427
1214,Kepler-270 b,11.476094,18.81333889,44.4223,0.202708,2454968.395
1215,Kepler-270 c,25.262887,18.81333889,44.4223,0.154083,2454967.212
1216,Kepler-271 b,5.217738,18.86686111,44.28423056,0.141125,2454967.82
1217,Kepler-271 c,7.410935,18.86686111,44.28423056,0.142208,2454968.748
1218,Kepler-271 d,5.24972541,18.86686667,44.28422222,0.11525,2454968.465
1219,Kepler-272 b,2.971353,19.94183056,47.59383056,0.110333,2454967.387
1220,Kepler-272 c,6.057342,19.94183056,47.59383056,0.153958,2454968.925
1221,Kepler-272 d,10.937304,19.94183056,47.59383056,0.1285,2454969.985
1222,Kepler-273 b,2.936532,19.42015,47.69776111,0.071,2454968.715
1223,Kepler-273 c,8.014927,19.42015,47.69776111,0.140792,2454967.832
1224,Kepler-274 b,11.634788,19.52818056,38.47728056,0.230875,2454973.497
1225,Kepler-274 c,33.197861,19.52818056,38.47728056,0.189333,2454975.1
1226,Kepler-275 b,10.300682,19.49865,38.51491944,0.206958,2454975.74
1227,Kepler-275 c,16.088134,19.49865,38.51491944,0.245333,2454972.497
1228,Kepler-275 d,35.676062,19.49865,38.51491944,0.318083,2454978.001
1229,Kepler-276 b,14.12841,19.57121111,39.03631944,0.155542,2454975.895
1230,Kepler-278 b,30.160546,19.34048056,38.70223056,0.312833,2454971.512
1231,Kepler-278 c,51.078775,19.34048056,38.70223056,0.471458,2454985.349
1232,Kepler-279 b,12.309681,19.15941111,42.19483056,0.2445,2454970.686
1233,Kepler-28 b,5.91213,19.47580194,42.42941667,0.115417,2454975.623
1234,Kepler-28 c,8.98597,19.47580194,42.42941667,0.182917,2454981.728
1235,Kepler-280 b,2.139542,19.42603056,42.18058889,0.0841667,2454966.653
1236,Kepler-280 c,4.807091,19.42603056,42.18058889,0.0375417,2454967.642
1237,Kepler-281 b,14.646008,19.60721111,44.7707,0.262208,2454969.517
1238,Kepler-281 c,36.337373,19.60721111,44.7707,0.283708,2454993.401
1239,Kepler-282 b,9.220524,18.97848889,44.79768056,0.201958,2454971.054
1240,Kepler-282 c,13.638723,18.97848889,44.79768056,0.232208,2454974.778
1241,Kepler-283 b,11.008151,19.57425,47.839,0.0869583,2454976.226
1242,Kepler-283 c,92.743711,19.57425,47.839,0.261625,2455006.311
1243,Kepler-284 b,12.699149,19.5431,47.72965,0.117458,2455017.985
1244,Kepler-284 c,37.514456,19.5431,47.72965,0.223,2455022.301
1245,Kepler-285 b,2.633867,19.42606111,48.06561111,0.085875,2454967.563
1246,Kepler-285 c,6.186676,19.42606111,48.06561111,0.121167,2454969.634
1247,Kepler-286 b,1.796302,19.37841111,48.29428889,0.08225,2454966.331
1248,Kepler-286 c,3.468095,19.37841111,48.29428889,0.0960417,2454969.003
1249,Kepler-286 d,5.914323,19.37841111,48.29428889,0.110625,2454966.487
1250,Kepler-286 e,29.221289,19.37841111,48.29428889,0.16375,2454972.33
1251,Kepler-287 b,20.342199,19.39516111,48.44355,0.0940417,2454970.699
1252,Kepler-287 c,44.851896,19.39516111,48.44355,0.149333,2455005.463
1253,Kepler-288 b,6.097326,19.2611,39.59471111,0.13775,2455187.064
1254,Kepler-288 c,19.305772,19.2611,39.59471111,0.174667,2455206.191
1255,Kepler-288 d,56.633742,19.2611,39.59471111,0.251625,2454968.553
1256,Kepler-289 b,34.543901,19.83101944,42.88283889,0.139792,2454965.687
1257,Kepler-289 c,125.866438,19.83101944,42.88283889,0.375042,2455069.656
1258,Kepler-29 b,10.3376,19.88988833,47.49122222,0.117,2454982.75
1259,Kepler-29 c,13.2907,19.88988833,47.49122222,0.127,2454978.471
1260,Kepler-290 b,14.589347,19.094,42.68155,0.100167,2454974.934
1261,Kepler-290 c,36.77031,19.094,42.68155,0.17825,2454997.293
1262,Kepler-291 b,3.546511,19.19441944,42.4373,0.0944167,2454967.901
1263,Kepler-291 c,5.700786,19.19441944,42.43730278,0.068625,2454965.687
1264,Kepler-292 b,2.580827,19.71773889,42.42428056,0.0871667,2455004.562
1265,Kepler-292 c,3.715335,19.71773889,42.42428056,0.0966667,2455002.792
1266,Kepler-292 d,7.055679,19.71773889,42.42428056,0.131042,2455014.91
1267,Kepler-292 e,11.97901,19.71773889,42.42428056,0.170583,2455011.966
1268,Kepler-292 f,20.834237,19.71773889,42.42428056,0.180875,2455019.032
1269,Kepler-293 b,19.254196,19.09053889,42.40651111,0.188875,2454997.781
1270,Kepler-293 c,54.155743,19.09053889,42.40651111,0.192,2455005.365
1271,Kepler-294 b,3.701212,19.15946944,46.05931111,0.103167,2455013.276
1272,Kepler-294 c,6.6264,19.15946944,46.05931111,0.132292,2455016.988
1273,Kepler-295 b,12.645164,19.02306111,45.36778056,0.358875,2454971.625
1274,Kepler-295 c,21.526258,19.02306111,45.36778056,0.342208,2454965.287
1275,Kepler-295 d,33.884054,19.02306111,45.36778056,0.223875,2454993.006
1276,Kepler-296 b,3.621457,19.10266944,49.43733056,0.0720417,2454967.754
1277,Kepler-296 c,5.841648,19.10266944,49.43733056,0.078625,2454968.921
1278,Kepler-296 d,19.850242,19.10266944,49.43733056,0.11775,2454966.651
1279,Kepler-296 e,34.142347,19.10266944,49.43733056,0.177542,2454954.028
1280,Kepler-296 f,63.335879,19.10266944,49.43733056,0.156458,2454995.612
1281,Kepler-297 b,38.871826,18.88061111,48.77763889,0.255208,2455004.287
1282,Kepler-297 c,74.920137,18.88061111,48.77763889,0.19975,2454958.038
1283,Kepler-298 b,10.475464,18.86931944,48.82536111,0.0966667,2454985.642
1284,Kepler-298 c,22.92881,18.86931944,48.82536111,0.0999167,2455156.034
1285,Kepler-298 d,77.473633,18.86931944,48.82536111,0.184708,2455017.247
1286,Kepler-299 b,2.927128,18.88046111,48.5805,0.106083,2454966.829
1287,Kepler-299 c,6.885875,18.88046111,48.5805,0.167042,2454971.41
1288,Kepler-299 d,15.054786,18.88046111,48.5805,0.178292,2454977.586
1289,Kepler-299 e,38.285489,18.88046111,48.5805,0.234917,2454976.307
1290,Kepler-30 b,29.334,19.01891,38.94727778,0.2,2455246.65
1291,Kepler-30 c,60.3231,19.01891,38.94727778,0.2392,2455357.887
1292,Kepler-30 d,143.343,19.01891,38.94727778,0.322,2455273.53
1293,Kepler-300 b,10.446347,19.68591111,48.59971944,0.09125,2454966.278
1294,Kepler-300 c,40.714955,19.68591111,48.59971944,0.362167,2454979.564
1295,Kepler-301 b,2.508553,18.9322,49.23298889,0.0955833,2454968.01
1296,Kepler-301 c,5.419026,18.9322,49.23298889,0.0950417,2454964.645
1297,Kepler-301 d,13.751243,18.9322,49.23298889,0.164917,2454977.612
1298,Kepler-302 b,30.184104,19.62113056,43.62933889,0.2475,2454979.64
1299,Kepler-302 c,127.282184,19.62113056,43.62933889,0.298333,2454996.889
1300,Kepler-303 b,1.937055,18.8757,43.65705,0.0639583,2454967.719
1301,Kepler-303 c,7.061149,18.8757,43.65705,0.0439167,2454969.272
1302,Kepler-304 b,3.295709,19.62945,40.55758889,0.074875,2454966.965
1303,Kepler-304 c,5.315946,19.62945,40.55758889,0.0464167,2454965.429
1304,Kepler-304 d,9.653471,19.62945,40.55758889,0.124458,2454967.856
1305,Kepler-304 e,1.49914695,19.62945,40.55758333,0.060087,2454966.069
1306,Kepler-305 d,16.738661,19.94828889,40.34318056,0.1025,2455192.416
1307,Kepler-306 b,4.646186,19.23591111,40.61615,0.0965,2455187.591
1308,Kepler-306 c,7.240193,19.23591111,40.61615,0.127167,2455188.013
1309,Kepler-306 d,17.326644,19.23591111,40.61615,0.199042,2455193.509
1310,Kepler-306 e,44.840975,19.23591111,40.61615,0.2285,2455192.874
1311,Kepler-308 b,9.694928,19.71901111,40.43955,0.108708,2455015.456
1312,Kepler-308 c,15.38231,19.71901111,40.43955,0.164625,2454972.083
1313,Kepler-309 b,5.923653,19.83398889,46.96126111,0.116125,2454967.682
1314,Kepler-309 c,105.356383,19.83398889,46.96126111,0.152417,2454971.684
1315,Kepler-31 b,20.8613,19.60153417,45.85305556,0.208,2454992.141
1316,Kepler-31 c,42.6318,19.60153417,45.85305556,0.251,2454974.191
1317,Kepler-31 d,87.648901,19.60153056,45.85308056,0.366458,2454967.938
1318,Kepler-310 b,13.930698,19.25596111,46.98673889,0.0876667,2454967.427
1319,Kepler-310 c,56.47542,19.25596111,46.98673889,0.255542,2454976.813
1320,Kepler-310 d,92.876125,19.25596111,46.98673889,0.296917,2454978.926
1321,Kepler-311 b,9.176092,18.80408889,47.08548889,0.180917,2454971.717
1322,Kepler-311 c,19.738286,18.80408889,47.08548889,0.2025,2454966.285
1323,Kepler-312 b,1.772419,19.89305,42.45975,0.102208,2454965.088
1324,Kepler-312 c,19.747412,19.89305,42.45975,0.140667,2454980.104
1325,Kepler-313 b,14.970418,19.88633056,48.77546111,0.244083,2454967.501
1326,Kepler-313 c,32.273273,19.88633056,48.77546111,0.27125,2454982.103
1327,Kepler-314 b,2.461069,19.64493889,42.07558056,0.0955417,2454966.314
1328,Kepler-314 c,5.960392,19.64493889,42.07558056,0.115208,2454970.265
1329,Kepler-315 b,96.101141,19.86821111,43.36351944,0.348333,2455020.732
1330,Kepler-315 c,265.469335,19.86821111,43.36351944,0.424333,2454984.068
1331,Kepler-316 b,2.240508,19.3884,44.18411111,0.0579167,2454970.822
1332,Kepler-316 c,6.827766,19.3884,44.18411111,0.100792,2454971.614
1333,Kepler-317 b,5.524242,19.66293056,39.03206111,0.111333,2454968.619
1334,Kepler-317 c,8.77501,19.66293056,39.03206111,0.119042,2454966.71
1335,Kepler-318 b,4.662715,19.89885,46.79361944,0.114417,2454967.082
1336,Kepler-318 c,11.815007,19.89885,46.79361944,0.1065,2454966.09
1337,Kepler-319 b,4.362705,19.25413056,39.77066111,0.0914167,2454968.231
1338,Kepler-319 c,6.941357,19.25413056,39.77066111,0.074625,2454970.543
1339,Kepler-319 d,31.781925,19.25413056,39.77066111,0.160958,2454967.867
1340,Kepler-32 b,5.90124,19.85616028,46.57425,0.088,2454974.902
1341,Kepler-32 c,8.7522,19.85616028,46.57425,0.097,2454977.378
1342,Kepler-32 d,22.7802,19.85616028,46.57425,0.124,2454988.2
1343,Kepler-32 e,2.896,19.85616028,46.57425,0.053,2454966.61
1344,Kepler-32 f,0.74296,19.85616028,46.57425,0.039,2454965.54
1345,Kepler-320 b,8.371554,19.54756944,46.17513056,0.168333,2454970.677
1346,Kepler-320 c,17.934937,19.54756944,46.17513056,0.219167,2454971.218
1347,Kepler-321 b,4.915379,19.63026111,44.14596944,0.113542,2454965.695
1348,Kepler-321 c,13.093921,19.63026111,44.14596944,0.0891667,2454977.524
1349,Kepler-322 b,1.653888,18.75658889,44.29523889,0.0696667,2454965.192
1350,Kepler-322 c,4.337234,18.75658889,44.29523889,0.10225,2454965.85
1351,Kepler-323 b,1.678327,19.42548056,38.12746944,0.0983333,2454969.053
1352,Kepler-323 c,3.553822,19.42548056,38.12746944,0.127083,2454967.641
1353,Kepler-324 b,4.385315,19.0981,49.64901944,0.103667,2454972.227
1354,Kepler-324 c,51.805612,19.0981,49.64901944,0.274542,2455016
1355,Kepler-325 b,4.544439,19.32236111,49.82563056,0.0731667,2454967.9
1356,Kepler-325 c,12.762172,19.32236111,49.82563056,0.0765833,2454976.73
1357,Kepler-325 d,38.715185,19.32236111,49.82563056,0.144083,2454967.031
1358,Kepler-326 b,2.248329,19.6217,46.00225,0.0862917,2454966.424
1359,Kepler-326 c,4.580358,19.6217,46.00225,0.08925,2454967.076
1360,Kepler-326 d,6.766888,19.6217,46.00225,0.0679583,2454969.616
1361,Kepler-327 b,2.549575,19.50948889,44.08766944,0.0694583,2454965.605
1362,Kepler-327 c,5.212333,19.50948889,44.08766944,0.0887083,2454965.707
1363,Kepler-327 d,13.969457,19.50948889,44.08766944,0.0586667,2454965.171
1364,Kepler-329 b,7.416397,19.9512,45.22743056,0.0903333,2454968.853
1365,Kepler-329 c,18.684737,19.9512,45.22743056,0.1645,2454969.148
1366,Kepler-33 b,5.66793,19.27183667,46.00519444,0.19797,2454964.898
1367,Kepler-33 c,13.17562,19.27183667,46.00519444,0.279167,2454976.676
1368,Kepler-33 e,31.7844,19.27183667,46.00519444,0.361907,2454968.8
1369,Kepler-33 f,41.02902,19.27183667,46.00519444,0.403601,2455005.5
1370,Kepler-330 b,8.25978,19.22983056,44.80168056,0.125208,2454986.983
1371,Kepler-330 c,15.955387,19.22983056,44.80168056,0.163208,2454976.304
1372,Kepler-331 b,8.457496,19.45561944,39.30736111,0.096,2454966.87
1373,Kepler-331 c,17.28111,19.45561944,39.30736111,0.1155,2454969.008
1374,Kepler-331 d,32.134328,19.45561944,39.30736111,0.117292,2454975.268
1375,Kepler-332 b,7.626324,19.11086111,47.4137,0.09875,2454969.017
1376,Kepler-332 c,15.995622,19.11086111,47.4137,0.140792,2454977.238
1377,Kepler-332 d,34.21154,19.11086111,47.4137,0.196208,2454987.577
1378,Kepler-333 b,12.551158,19.48573889,40.91358889,0.134,2454970.261
1379,Kepler-333 c,24.08821,19.48573889,40.91358889,0.16625,2454967.425
1380,Kepler-334 b,5.470319,19.14271111,47.11518889,0.126708,2454964.495
1381,Kepler-334 c,12.758005,19.14271111,47.11518889,0.170333,2454966.958
1382,Kepler-334 d,25.09849,19.14271111,47.11518889,0.115292,2454978.569
1383,Kepler-335 b,6.562331,19.73761944,45.42861944,0.168125,2454965.606
1384,Kepler-335 c,67.844469,19.73761944,45.42861944,0.506542,2454982.499
1385,Kepler-336 b,2.024823,19.34918056,41.33138056,0.115083,2454965.356
1386,Kepler-336 c,9.600001,19.34918056,41.33138056,0.176792,2454969.582
1387,Kepler-336 d,20.678772,19.34918056,41.33138056,0.188125,2454984.691
1388,Kepler-337 b,3.292781,19.33736944,47.16396111,0.198625,2454966.01
1389,Kepler-337 c,9.693201,19.33736944,47.16396111,0.229542,2454965.812
1390,Kepler-338 b,13.726976,18.86526111,40.78435,0.303667,2454971.748
1391,Kepler-338 c,24.310856,18.86526111,40.78435,0.3675,2454970.041
1392,Kepler-338 d,44.431014,18.86526111,40.78435,0.442667,2454976.542
1393,Kepler-339 b,4.977656,19.55678056,48.44463889,0.106375,2454967.672
1394,Kepler-339 c,6.988055,19.55678056,48.44463889,0.13125,2454965.561
1395,Kepler-339 d,10.558345,19.55678056,48.44463889,0.142083,2454969.347
1396,Kepler-340 b,14.844387,19.7289,40.30056944,0.234417,2454976.583
1397,Kepler-340 c,22.824669,19.7289,40.30056944,0.275583,2454977.466
