value,label,per,ra,dec,t14,tt
349,Kepler-120 b,6.312501,19.19278056,39.33913056,0.121167,2454965.654
350,Kepler-120 c,12.794585,19.19278056,39.33913056,0.14375,2454963.765
351,Kepler-1200 b,1.11854972,19.77356389,44.12925,0.064271,2454965.847
352,Kepler-1201 b,15.18725932,19.64098889,40.83316667,0.18783,2454967.056
353,Kepler-1202 b,28.6851324,19.48604167,44.65325,0.22779,2454992.877
354,Kepler-1203 b,0.58800076,19.518225,44.17813889,0.048446,2454965.059
355,Kepler-1204 b,85.7350285,19.2961,42.49813889,0.31071,2455003.986
356,Kepler-1205 b,1.07839035,19.35198056,41.51505556,0.051237,2454966.25
357,Kepler-1206 b,1.21699766,19.72922778,49.79113889,0.054588,2454965.033
358,Kepler-1207 b,13.68237119,19.67095,49.359,0.17346,2454972.187
359,Kepler-1208 b,11.08507637,19.45875,44.55572222,0.07117,2455188.037
360,Kepler-1209 b,25.369116,19.172325,49.15480556,0.19308,2454976.687
361,Kepler-121 b,3.177422,19.07746944,39.678,0.0614583,2454967.478
362,Kepler-121 c,41.008011,19.07746944,39.678,0.16575,2454980.035
363,Kepler-1210 b,8.07124073,19.52214167,48.21936111,0.11054,2454970.764
364,Kepler-1211 b,11.01816836,19.04805278,40.85697222,0.18879,2454972.88
365,Kepler-1212 b,12.94130146,19.79022778,50.03736111,0.18617,2454972.893
366,Kepler-1213 b,5.34982412,19.29905556,50.94416667,0.17537,2454966.88
367,Kepler-1214 b,18.82634264,19.00950833,49.80066667,0.09721,2454967.702
368,Kepler-1215 b,4.76703963,19.83090833,48.18141667,0.0771,2454965.69
369,Kepler-1216 b,4.37034536,19.16035556,45.918,0.11746,2454964.924
370,Kepler-1217 b,2.03232507,19.27911111,50.93755556,0.07158,2454965.319
371,Kepler-1218 b,22.9221266,19.4386,44.53172222,0.34421,2454966.666
372,Kepler-1219 b,16.10467749,19.81438611,47.37852778,0.23362,2454968.016
373,Kepler-122 b,5.766193,19.40746111,39.94911111,0.16025,2454967.015
374,Kepler-122 c,12.465988,19.40746111,39.94911111,0.210958,2454967.003
375,Kepler-122 d,21.587475,19.40746111,39.94911111,0.195125,2454975.973
376,Kepler-122 e,37.993273,19.40746111,39.94911111,0.298125,2454996.016
377,Kepler-1220 b,7.42693741,19.80469167,42.97775,0.11867,2454966.099
378,Kepler-1221 b,12.00096042,19.05482222,45.71188889,0.14304,2454975.041
379,Kepler-1222 b,1.91694425,19.65931111,49.37977778,0.060954,2454965.467
380,Kepler-1223 b,16.301259,19.01971667,44.55275,0.166,2454966.792
381,Kepler-1224 b,13.32351601,19.10838333,37.53730556,0.16362,2454967.035
382,Kepler-1225 b,7.01075434,19.37555278,40.137,0.089675,2454971.401
383,Kepler-1226 b,17.2923453,19.75846111,50.62147222,0.28017,2454968.75
384,Kepler-1227 b,94.2887577,19.13775833,41.87491667,0.17267,2454999.513
385,Kepler-1228 b,0.57736958,19.77020556,46.96627778,0.045679,2454965.426
386,Kepler-1229 b,86.828989,19.83244722,46.99672222,0.25004,2455022.269
387,Kepler-123 b,17.232366,19.79991111,42.78196111,0.19025,2454968.091
388,Kepler-123 c,26.695074,19.79991111,42.78196111,0.188708,2454976.998
389,Kepler-1230 b,9.95661537,18.8843,41.71144444,0.1196,2454969.59
390,Kepler-1231 b,10.41725184,19.239225,42.60566667,0.17446,2454970.459
391,Kepler-1232 b,26.7839183,19.77000278,49.10233333,0.18821,2454973.754
392,Kepler-1233 b,45.1263042,19.82500556,46.66222222,0.27629,2454998.417
393,Kepler-1234 b,11.94014029,19.16813611,51.37586111,0.14467,2454969.559
394,Kepler-1235 b,4.16055856,18.99353333,43.95397222,0.10896,2454965.274
395,Kepler-1236 b,31.0571618,19.70831389,42.54588889,0.14171,2454980.563
396,Kepler-1237 b,84.5733226,19.70861667,44.69061111,0.23813,2454983.153
397,Kepler-1238 b,4.14787559,19.86038611,40.16286111,0.15308,2454968.535
398,Kepler-1239 b,5.19104016,19.541825,42.32011111,0.17783,2454968.215
399,Kepler-124 b,3.410493,19.11685,49.06491111,0.0995417,2454964.575
400,Kepler-124 c,13.821375,19.11685,49.06491111,0.148,2454964.794
401,Kepler-124 d,30.950851,19.11685,49.06491111,0.174833,2454986.837
402,Kepler-1240 b,4.8663815,18.86664722,40.55744444,0.09296,2454967.017
403,Kepler-1241 b,18.5525701,19.63841667,38.45697222,0.17504,2454968.51
404,Kepler-1242 b,13.62798432,18.97374722,41.19638889,0.126963,2454968.45
405,Kepler-1243 b,16.8320729,19.60063056,42.88077778,0.16346,2454973.529
406,Kepler-1244 b,3.70428172,18.82008056,46.51619444,0.13671,2454965.216
407,Kepler-1245 b,4.35409304,19.38295556,43.26077778,0.09638,2454965.853
408,Kepler-1245 c,2.93658468,19.38295556,43.26077778,0.077163,2454966.038
409,Kepler-1246 b,11.32271513,19.17716111,48.98216667,0.12613,2454969.057
410,Kepler-1247 b,13.71220213,19.63556944,46.61827778,0.103863,2454968.519
411,Kepler-1248 b,7.46725407,19.20395556,51.35444444,0.15471,2454969.385
412,Kepler-1249 b,24.3347127,19.79299167,44.37177778,0.2762,2454980.408
413,Kepler-125 b,4.164389,19.88388056,47.60493889,0.0749167,2455004.087
414,Kepler-125 c,5.774464,19.88388056,47.60493889,0.07825,2454965.961
415,Kepler-1250 b,2.60754383,19.18625833,45.98025,0.061025,2454964.835
416,Kepler-1251 b,45.0904643,19.47434444,49.25641667,0.16271,2454966.56
417,Kepler-1252 b,15.0540329,19.93002222,46.69280556,0.17813,2454968.531
418,Kepler-1253 b,68.8861915,18.925675,47.63722222,0.2479,2454993.298
419,Kepler-1254 b,9.99113313,19.01155556,48.77005556,0.11021,2454967.393
420,Kepler-1254 c,3.60084276,19.01155556,48.77005556,0.08254,2454967.034
421,Kepler-1254 d,5.72717226,19.01155556,48.77005556,0.09071,2454966.964
422,Kepler-1255 b,36.2919336,19.68261944,42.72647222,0.34087,2454965.178
423,Kepler-1256 b,12.4127754,19.43161944,44.68352778,0.18204,2454973.36
424,Kepler-1257 b,2.66831376,19.73837778,45.62705556,0.098579,2454964.689
425,Kepler-1258 b,0.98494017,19.02699722,49.99475,0.081429,2454966.32
426,Kepler-1259 b,0.66308526,19.8561,46.96769444,0.044546,2454964.979
427,Kepler-126 b,10.495711,19.28981944,44.20851111,0.200625,2455005.79
428,Kepler-126 c,21.869741,19.28981944,44.20851111,0.228292,2454973.292
429,Kepler-126 d,100.283134,19.28981944,44.20851111,0.451708,2455078.044
430,Kepler-1260 b,19.1187753,19.70608333,42.55525,0.28637,2454971.426
431,Kepler-1261 b,48.4308991,19.01549722,48.80672222,0.15646,2454974.46
432,Kepler-1262 b,8.67900242,19.25145556,42.21322222,0.11812,2454973.907
433,Kepler-1263 b,4.55139967,19.09891111,46.75261111,0.10379,2454966.06
434,Kepler-1264 b,0.96852602,19.325625,45.2115,0.053767,2454964.511
435,Kepler-1265 b,6.49441289,18.97238611,47.07952778,0.09346,2454965.25
436,Kepler-1266 b,28.474748,19.05795278,42.72808333,0.20037,2454987.582
437,Kepler-1267 b,13.0313945,19.94463611,43.44108333,0.17717,2454977.114
438,Kepler-1268 b,40.9903986,19.18923333,43.15322222,0.30254,2454965.414
439,Kepler-1269 b,37.3331536,19.18703889,45.34055556,0.30392,2454995.904
440,Kepler-127 b,14.435889,19.01266944,46.02796111,0.143125,2454974.511
441,Kepler-127 c,29.393195,19.01266944,46.02796111,0.296,2455042.067
442,Kepler-127 d,48.630408,19.01266944,46.02796111,0.292417,2455005.547
443,Kepler-1270 b,6.03356196,19.114375,48.64527778,0.42767,2454970.119
444,Kepler-1271 b,3.0255955,19.08961944,37.41197222,0.1233,2454967.365
445,Kepler-1272 b,51.1309704,19.01465556,38.80588889,0.24979,2454970.18
446,Kepler-1273 b,28.625653,19.05354722,44.87341667,0.19171,2454991.113
447,Kepler-1274 b,6.98152703,18.97291389,46.44977778,0.24567,2454965.77
448,Kepler-1275 b,3.65691115,19.5667,44.93244444,0.08808,2454967.954
449,Kepler-1276 b,12.5720095,19.19046667,40.54719444,0.19654,2454976.082
450,Kepler-1277 b,40.8365012,19.67349444,40.57238889,0.206,2454985.875
451,Kepler-1278 b,3.23941344,18.86379444,42.82561111,0.11058,2454966.984
452,Kepler-1279 b,23.4774101,19.206375,40.36597222,0.30296,2454978.351
453,Kepler-1280 b,66.5579057,19.57159444,45.38452778,0.43329,2455014.324
454,Kepler-1281 b,3.11602791,19.69029722,48.51541667,0.07954,2454966.854
455,Kepler-1282 b,2.13194651,19.34507778,46.69833333,0.075746,2454966.654
456,Kepler-1283 b,12.9460978,19.69748889,40.77697222,0.39929,2454972.421
457,Kepler-1284 b,0.66407381,19.4186,47.68763889,0.045913,2454966.403
458,Kepler-1285 b,14.7967458,18.789025,44.15591667,0.23492,2454975.738
459,Kepler-1286 b,11.25402929,18.68389167,43.83577778,0.19496,2454969.889
460,Kepler-1287 b,11.47685909,19.27564444,47.063,0.11258,2454972.63
461,Kepler-1288 b,2.76122421,19.04756667,41.60586111,0.15258,2454964.61
462,Kepler-1289 b,7.99019627,19.75925278,41.04058333,0.13642,2454965.272
463,Kepler-129 b,15.79186,19.02075,47.84856111,0.30325,2455009.822
464,Kepler-129 c,82.20017,19.02075,47.84856111,0.440417,2455041.79
465,Kepler-1290 b,4.69500134,19.37901667,43.85963889,0.12346,2454966.94
466,Kepler-1291 b,8.63043276,19.29180278,40.00113889,0.13046,2454972.583
467,Kepler-1292 b,3.27646405,18.99371389,43.94916667,0.09467,2454964.979
468,Kepler-1293 b,5.57654784,19.33506111,48.33594444,0.15604,2454969.428
469,Kepler-1294 b,115.6862258,19.41787222,44.48819444,0.19271,2455079.988
470,Kepler-1295 b,3.81371974,19.426525,45.58855556,0.08354,2454965.571
471,Kepler-1296 b,8.3839865,19.47501389,41.40780556,0.208,2454967.412
472,Kepler-1297 b,1.68189002,19.33043333,47.02038889,0.125,2454966.082
473,Kepler-1298 b,7.12811928,18.96151667,49.10622222,0.23392,2454969.883
474,Kepler-1299 b,19.9400874,19.07667778,37.41138889,0.17763,2454975.35
475,Kepler-130 b,8.457458,19.23003889,40.24533056,0.135333,2454972.067
476,Kepler-130 d,87.517905,19.23003889,40.24533056,0.076,2455034.158
477,Kepler-1300 b,22.2419092,19.26886944,40.08688889,0.30229,2454977.725
478,Kepler-1301 b,9.08237046,19.10694444,42.44030556,0.08437,2454972.65
479,Kepler-1302 b,8.83922659,19.39928333,50.30805556,0.07512,2454968.547
480,Kepler-1303 b,7.56127224,18.95247778,42.35561111,0.12242,2454968.636
481,Kepler-1304 b,16.1288853,19.01842778,39.44691667,0.24742,2454976.754
482,Kepler-1305 b,13.5630972,19.82263056,46.34725,0.23467,2454973.653
483,Kepler-1306 b,16.29595382,19.63188889,46.94586111,0.08871,2454966.909
484,Kepler-1307 b,18.01621096,19.52465556,46.74186111,0.1665,2454978.238
485,Kepler-1308 b,2.10433812,19.06192778,38.52097222,0.04595,2454966.315
486,Kepler-1309 b,28.8432647,19.91568333,40.76416667,0.129,2454976.822
487,Kepler-1310 b,0.67933627,18.92800278,40.74011111,0.049096,2454965.857
488,Kepler-1311 b,11.1726994,19.31008333,43.82441667,0.25029,2454973.006
489,Kepler-1311 c,2.53573424,19.31008333,43.82441667,0.16421,2454966.014
490,Kepler-1312 b,5.44832529,19.53141667,41.03577778,0.092712,2454965.49
491,Kepler-1313 b,3.83309118,19.49256944,42.23325,0.05717,2454964.634
492,Kepler-1314 b,5.42474928,19.61586389,45.19733333,0.047629,2454966.729
493,Kepler-1315 b,0.84338011,19.72143056,46.05302778,0.059842,2454964.966
494,Kepler-1316 b,87.9732136,19.92239167,40.29313889,0.6121,2455001.289
495,Kepler-1317 b,0.56887443,19.44079167,42.11597222,0.050633,2454965.049
496,Kepler-1318 b,213.257663,19.35842222,41.15075,0.32396,2455101.136
497,Kepler-1319 b,2.88676265,19.39707222,49.36630556,0.03687,2454964.666
498,Kepler-132 b,6.178196,18.88238889,41.34303889,0.136,2455001.862
499,Kepler-132 c,6.414914,18.88238889,41.34303889,0.1375,2455002.639
500,Kepler-132 d,18.010199,18.88238889,41.34303889,0.12125,2455012.421
501,Kepler-132 e,110.2869374,18.88238611,41.34302778,0.18508,2455072.219
502,Kepler-1320 b,0.86838653,19.22890556,40.38088889,0.044063,2454965.067
503,Kepler-1321 b,11.12830484,19.63523889,46.64097222,0.115488,2454972.542
504,Kepler-1321 c,2.22649109,19.63523889,46.64097222,0.071771,2454966.375
505,Kepler-1322 b,0.96286738,19.54696944,45.43538889,0.067696,2454965.124
506,Kepler-1323 b,0.92990668,19.52481944,46.09888889,0.072617,2454965.251
507,Kepler-1324 b,4.11584468,19.41233056,40.31122222,0.05771,2454967.119
508,Kepler-1325 b,33.8786838,19.00114722,42.08538889,0.24213,2454993.218
509,Kepler-1326 b,42.3514267,19.74814167,39.26894444,0.31815,2454964.624
510,Kepler-1327 b,14.88801098,19.27099167,50.46097222,0.21092,2454974.938
511,Kepler-1328 b,4.52158888,18.97835833,44.41777778,0.145404,2454966.217
512,Kepler-1329 b,9.33646594,18.77651667,48.27105556,0.094321,2454973.681
513,Kepler-133 b,8.129976,19.81853056,48.32033056,0.0862917,2454958.97
514,Kepler-133 c,31.517586,19.81853056,48.32033056,0.323542,2455018.153
515,Kepler-1330 b,10.10769068,19.37178333,39.95688889,0.15238,2454968.108
516,Kepler-1331 b,0.78916165,19.80491944,41.22447222,0.037717,2454964.505
517,Kepler-1332 b,11.87456832,19.40190556,43.91366667,0.082925,2454973.214
518,Kepler-1333 b,109.6471842,19.56850278,41.11144444,0.26033,2455023.676
519,Kepler-1334 b,15.64591713,19.28743333,51.32086111,0.16717,2454979.048
520,Kepler-1335 b,6.26406846,18.98922778,42.07044444,0.10175,2454965.829
521,Kepler-1336 b,23.198681,19.75184722,46.89986111,0.40537,2454975.62
522,Kepler-1336 c,5.77721211,19.75184722,46.89986111,0.10096,2454970.167
523,Kepler-1337 b,24.4002549,19.13393889,46.79611111,0.11979,2454968.629
524,Kepler-1338 b,0.93511806,18.93615556,41.69913889,0.06425,2454965.199
525,Kepler-1339 b,1.34155513,18.91638611,48.37338889,0.070871,2454965.739
526,Kepler-134 b,5.317429,18.9826,49.5984,0.120875,2455004.876
527,Kepler-134 c,10.105785,18.9826,49.5984,0.0857917,2454968.507
528,Kepler-1340 b,0.66502692,19.74885278,42.47277778,0.072433,2454964.658
529,Kepler-1341 b,132.9968322,18.70078333,44.15936111,0.31121,2455091.386
530,Kepler-1342 b,2.21571036,19.80133889,43.43255556,0.078812,2454964.822
531,Kepler-1343 b,3.35183158,19.61963611,50.72538889,0.080854,2454964.648
532,Kepler-1344 b,4.7683049,19.13908611,46.94580556,0.135488,2454967.862
533,Kepler-1345 b,44.6169557,19.49853056,46.02283333,0.318,2454997.445
534,Kepler-1346 b,3.40165668,19.45608611,45.17916667,0.074767,2454965.061
535,Kepler-1347 b,14.00947528,19.97730833,40.84386111,0.14188,2454965.972
536,Kepler-1348 b,27.5722742,19.47249722,49.78877778,0.2205,2454978.393
537,Kepler-1349 b,2.12823928,19.089225,48.74411111,0.13771,2454965.471
538,Kepler-135 b,6.00253,19.36633889,38.79548056,0.164667,2455004.716
539,Kepler-135 c,11.448708,19.36633889,38.79548056,0.210292,2454974.387
540,Kepler-1350 b,4.4968604,19.21670556,46.67961111,0.074433,2454967.206
541,Kepler-1350 c,1.76678906,19.21670556,46.67961111,0.055812,2454966.083
542,Kepler-1351 b,0.91614077,19.57391389,42.19766667,0.047896,2454965.023
543,Kepler-1352 b,1.87788275,19.37958333,48.70147222,0.09696,2454965.262
544,Kepler-1353 b,24.7543966,19.71568889,42.57625,0.14717,2454973.205
545,Kepler-1354 b,76.613377,19.41634444,37.75905556,0.40675,2454986.8
546,Kepler-1355 b,1.28958811,18.91609444,49.06797222,0.059246,2454964.892
547,Kepler-1356 b,0.63400294,19.39968889,43.24394444,0.038488,2454964.895
548,Kepler-1357 b,3.0091324,19.43653889,50.35330556,0.09454,2454964.624
549,Kepler-1358 b,7.06317341,19.07803611,43.00891667,0.09421,2454965.531
550,Kepler-1359 b,59.4970952,19.30258889,41.89283333,0.23342,2454979.95
551,Kepler-136 b,11.5789,19.76448889,42.59878889,0.118958,2455008.586
552,Kepler-136 c,16.399235,19.76448889,42.59878889,0.145917,2454964.969
553,Kepler-1360 b,40.5286413,20.02293889,45.62322222,0.43858,2455001.029
554,Kepler-1361 b,3.57554956,18.90435556,46.90425,0.10263,2454965.858
555,Kepler-1362 b,136.205626,19.23590278,40.87711111,0.22879,2455067.724
556,Kepler-1363 b,2.94194094,19.79976944,49.25641667,0.084721,2454966.107
557,Kepler-1364 b,13.32196237,19.67681389,49.58761111,0.2596,2454975.721
558,Kepler-1365 b,7.69993485,19.47998056,42.04608333,0.1829,2454967.393
559,Kepler-1365 c,4.77468005,19.47998056,42.04608333,0.15871,2454968.161
560,Kepler-1366 b,2.16457097,19.00432778,41.55486111,0.0577,2454964.832
561,Kepler-1367 b,1.57409027,19.22776944,47.87872222,0.066642,2454964.862
562,Kepler-1368 b,0.67564949,19.65113333,41.64466667,0.079312,2454964.682
563,Kepler-1369 b,25.873148,19.05315,40.93619444,0.22712,2454976.279
564,Kepler-137 b,8.436387,18.80903889,43.0391,0.134042,2455012.886
565,Kepler-137 c,18.735753,18.80903889,43.0391,0.125208,2455010.634
566,Kepler-1370 b,20.2641684,18.97104444,41.77847222,0.17854,2454968.282
567,Kepler-1370 c,7.44142113,18.97104444,41.77847222,0.19712,2454970.746
568,Kepler-1371 b,3.4462039,19.255425,47.552,0.08337,2454965.231
569,Kepler-1371 c,2.00541269,19.255425,47.552,0.07492,2454966.246
570,Kepler-1372 b,1.31155557,19.25910833,44.83955556,0.08437,2454964.535
571,Kepler-1373 b,1.29123275,19.05013611,39.24919444,0.07817,2454964.989
572,Kepler-1374 b,10.65276707,19.42333333,45.17227778,0.11296,2454969.089
573,Kepler-1375 b,3.3004192,19.75290278,43.40327778,0.18742,2454966.564
574,Kepler-1376 b,5.30880656,19.13056111,42.54138889,0.12575,2454967.244
575,Kepler-1377 b,0.74092842,19.27969722,46.65169444,0.046675,2454964.909
576,Kepler-1378 b,11.95398936,19.82488889,40.36638889,0.11017,2454973.264
577,Kepler-1379 b,0.88184115,19.57803056,41.41025,0.054379,2454964.691
578,Kepler-138 b,10.312364,19.35876944,43.29298889,0.08,2454966.544
579,Kepler-1380 b,10.3108245,19.20773611,42.44041667,0.23513,2454974.512
580,Kepler-1381 b,25.3842686,19.16905,48.72777778,0.15158,2454970.773
581,Kepler-1382 b,16.3583055,19.691825,39.04802778,0.39888,2454974.257
582,Kepler-1383 b,13.9093583,19.86298611,42.19188889,0.27633,2454975.882
583,Kepler-1384 b,15.36262753,19.74767778,39.52705556,0.15238,2454978.572
584,Kepler-1385 b,2.88879862,18.84209167,46.48111111,0.12421,2454965.332
585,Kepler-1386 b,6.73972381,18.72155833,42.63605556,0.17108,2454965.286
586,Kepler-1387 b,2.27952666,19.49602778,43.20944444,0.06633,2454966.358
587,Kepler-1388 b,12.2854603,18.88906944,47.17452778,0.12654,2454964.903
588,Kepler-1388 c,5.53608151,18.88906944,47.17452778,0.090904,2454964.886
589,Kepler-1388 d,20.9568158,18.88906944,47.17452778,0.14825,2454972.087
590,Kepler-1388 e,37.6327084,18.88906944,47.17452778,0.18946,2454991.832
591,Kepler-1389 b,99.2530951,19.04782778,44.75841667,0.25025,2454981.535
592,Kepler-139 b,15.771044,18.82613056,43.88935,0.211167,2455017.906
593,Kepler-139 c,157.072878,18.82613056,43.88935,0.354875,2455314.263
594,Kepler-1390 b,6.48021673,19.91082222,48.24877778,0.13379,2454965.86
595,Kepler-1391 b,54.4092333,19.65540278,46.65958333,0.39629,2455008.402
596,Kepler-1392 b,15.1410397,19.25113056,46.39441667,0.17817,2454976.739
597,Kepler-1393 b,2.44357812,18.96396389,40.14255556,0.07592,2454965.805
598,Kepler-1394 b,3.93766373,18.89688056,45.08413889,0.20483,2454968.278
599,Kepler-1395 b,3.78470649,19.48916944,47.66419444,0.1295,2454966.522
600,Kepler-1396 b,18.2206421,19.62243056,44.91830556,0.22137,2454974.374
601,Kepler-1397 b,47.449955,19.97839167,47.07583333,0.44779,2455006.454
602,Kepler-1398 b,2.78815679,19.65774444,48.63897222,0.13858,2454964.852
603,Kepler-1398 c,4.13827595,19.65774444,48.63897222,0.14371,2454966.229
604,Kepler-1399 b,1.63865306,19.55411111,46.04172222,0.08117,2454965.29
605,Kepler-14 b,6.790123,19.18058611,47.333,0.2591,2454971.087
606,Kepler-140 b,3.25427,19.15796944,46.76821944,0.124083,2455005.662
607,Kepler-140 c,91.353282,19.15796944,46.76821944,0.329958,2455022.606
608,Kepler-1400 b,9.06689421,19.08477778,45.44080556,0.12321,2454967.752
609,Kepler-1401 b,11.20066445,19.16440278,40.75844444,0.15775,2454970.505
610,Kepler-1402 b,2.03387914,19.45652222,48.96813889,0.13337,2454964.917
611,Kepler-1403 b,5.19492202,19.39118056,38.96011111,0.13117,2454964.623
612,Kepler-1404 b,15.9314739,19.73396111,50.49838889,0.1129,2454974.811
613,Kepler-1405 b,28.2274184,19.71232222,39.25613889,0.23533,2454974.493
614,Kepler-1406 b,11.62905828,19.472125,38.91502778,0.11858,2454965.82
615,Kepler-1407 b,20.0711504,18.92949444,41.47161111,0.25571,2454969.93
616,Kepler-1408 b,2.99793191,18.84666389,45.42577778,0.183,2454964.767
617,Kepler-1409 b,0.76486493,19.33898611,51.20861111,0.049079,2454965.131
618,Kepler-141 b,3.107675,19.86473056,47.73168056,0.0924167,2454965.631
619,Kepler-141 c,7.010606,19.86473056,47.73168056,0.124417,2455007.576
620,Kepler-1410 b,60.866168,19.36734722,38.74355556,0.1842,2455012.285
621,Kepler-1411 b,86.1150888,19.09077222,42.96391667,0.2554,2454967.893
622,Kepler-1412 b,3.6146051,19.478675,49.20247222,0.13283,2454966.095
623,Kepler-1413 b,13.1829642,19.62277778,46.49877778,0.1515,2454974.825
624,Kepler-1414 b,3.51576315,18.99523889,42.42230556,0.05683,2454967.298
625,Kepler-1415 b,0.63642408,19.01046111,47.87333333,0.044183,2454964.69
626,Kepler-1416 b,1.49514952,19.91089722,43.89408333,0.1296,2454965.662
627,Kepler-1417 b,20.3505213,19.39665833,40.60522222,0.30483,2454975.756
628,Kepler-1418 b,22.4764425,18.86649722,41.67855556,0.1483,2454969.832
629,Kepler-1419 b,42.5215895,19.48364167,37.97141667,0.24158,2454969.129
630,Kepler-142 b,2.024152,19.67458889,48.48128056,0.103708,2455003.495
631,Kepler-142 c,4.761702,19.67458889,48.48128056,0.137625,2455003.335
632,Kepler-142 d,41.809118,19.67458889,48.48128056,0.361958,2454981.699
633,Kepler-1420 b,6.69960006,19.74691944,42.77783333,0.11267,2454967.147
634,Kepler-1421 b,6.9131112,19.10537222,48.54419444,0.19867,2454971.424
635,Kepler-1422 b,18.6051942,19.59267778,48.33611111,0.2992,2454982.033
636,Kepler-1423 b,23.955378,19.21625278,41.11008333,0.13271,2454979.664
637,Kepler-1424 b,29.6091744,19.39944444,40.22933333,0.22796,2454970.336
638,Kepler-1425 b,14.4541302,19.66340278,43.01244444,0.29562,2454968.447
639,Kepler-1426 b,14.2563227,19.50305,49.41697222,0.18288,2454966.405
640,Kepler-1427 b,0.96897238,19.68997778,45.11455556,0.06758,2454965.429
641,Kepler-1428 b,10.67607169,19.84281667,49.59497222,0.18954,2454973.592
642,Kepler-1429 b,4.48487493,19.02441667,49.04486111,0.1075,2454968.028
643,Kepler-143 b,16.007583,19.87118056,49.4126,0.0472083,2454975.637
644,Kepler-143 c,27.082511,19.87118056,49.4126,0.212625,2455024.806
645,Kepler-1430 b,2.46050993,19.31316667,43.37208333,0.08346,2454966.612
646,Kepler-1431 b,5.86601526,19.51055833,49.86519444,0.16575,2454969.356
647,Kepler-1432 b,23.9109011,19.70161111,49.82955556,0.21062,2454983.532
648,Kepler-1433 b,4.13592271,19.15755278,49.45688889,0.11621,2454966.54
649,Kepler-1434 b,8.05333618,19.70255833,51.20294444,0.21988,2454967.96
650,Kepler-1435 b,4.45343281,19.41155278,44.92113889,0.15817,2454966.094
651,Kepler-1436 b,9.705716,19.84743889,46.76802778,0.28842,2454973.373
652,Kepler-1437 b,10.9295461,19.45766111,49.32591667,0.25258,2454974.495
653,Kepler-1438 b,2.31942009,19.28598611,40.68166667,0.06717,2454964.936
654,Kepler-1439 b,8.07392849,19.04931944,40.98002778,0.09237,2455373.042
655,Kepler-144 b,5.885273,18.79438056,42.77551111,0.0780417,2455007.426
656,Kepler-144 c,10.104665,18.79438056,42.77551111,0.0949167,2454968.553
657,Kepler-1440 b,39.859484,19.02313056,48.31225,0.3358,2454987.761
658,Kepler-1441 b,39.4419839,19.581275,43.12458333,0.30354,2455002.137
659,Kepler-1442 b,81.4162941,19.41703889,48.84697222,0.506017,2454993.863
660,Kepler-1443 b,2.41811321,18.89571667,47.06686111,0.09142,2454965.383
661,Kepler-1444 b,33.42035034,19.02204167,42.04044444,0.212129,2454992.137
662,Kepler-1445 b,10.60052251,18.68329722,43.91505556,0.18683,2454965.985
663,Kepler-1446 b,0.68996783,19.29493056,46.72616667,0.050563,2454964.635
664,Kepler-1447 b,56.6747285,19.30956389,50.72708333,0.22592,2454993.45
665,Kepler-1448 b,12.27065865,19.19115833,50.59558333,0.12942,2454970.57
666,Kepler-1449 b,13.2274528,19.21545,50.56788889,0.25433,2454970.722
667,Kepler-1450 b,54.5094166,19.63692222,45.08138889,0.17592,2454973.826
668,Kepler-1451 b,35.622233,19.56309444,40.40988889,0.21442,2454974.458
669,Kepler-1452 b,42.913751,19.49485556,38.26633333,0.21338,2454972.889
670,Kepler-1453 b,47.1611696,19.07503611,47.94761111,0.16912,2454983.253
671,Kepler-1454 b,47.0319479,18.94822222,48.83177778,0.24608,2455008.475
672,Kepler-1455 b,49.276764,19.60553611,50.50277778,0.154,2454990.025
673,Kepler-1456 b,18.1373829,19.12968889,43.82277778,0.1479,2454969.808
674,Kepler-1457 b,51.1110243,18.91803889,42.02725,0.33279,2454976.772
675,Kepler-1458 b,47.9872764,18.880775,41.03805556,0.19817,2454993.651
676,Kepler-1459 b,62.8691611,18.82820278,46.01402778,0.24075,2454999.021
677,Kepler-146 b,31.158799,19.60738056,38.71023056,0.216208,2455006.903
678,Kepler-146 c,76.732171,19.60738056,38.71023056,0.259,2455033.671
679,Kepler-1460 b,29.9633247,19.03718611,44.01077778,0.10967,2454982.942
680,Kepler-1461 b,29.3494775,19.05536389,43.19838889,0.17529,2454981.465
681,Kepler-1462 b,65.6488341,19.75983611,42.39691667,0.30962,2455007.794
682,Kepler-1463 b,25.15864,19.63248611,42.00691667,0.2158,2454986.051
683,Kepler-1464 b,31.7785901,19.14904444,38.75416667,0.33567,2454969.769
684,Kepler-1464 c,5.32786292,19.14904444,38.75416667,0.19492,2454966.548
685,Kepler-1465 b,31.8277111,19.32128889,51.90486111,0.066,2454967.598
686,Kepler-1466 b,31.1750448,19.32208056,44.60986111,0.16533,2454992.095
687,Kepler-1467 b,47.0569043,19.66990278,45.34269444,0.219675,2454994.059
688,Kepler-1468 b,8.23984869,19.56798889,41.27741667,0.23404,2454970.755
689,Kepler-1468 c,3.54553021,19.56798889,41.27741667,0.1737,2454965.377
690,Kepler-1469 b,21.8635301,19.58809167,39.39136111,0.14925,2454978.24
691,Kepler-147 b,12.610584,19.19838056,39.08718056,0.185333,2454971.19
692,Kepler-147 c,33.416423,19.19838056,39.08718056,0.303875,2455004.334
693,Kepler-1470 b,16.2950903,19.24633333,39.88319444,0.15183,2454977.805
694,Kepler-1471 b,3.63899398,19.31099167,50.02005556,0.09221,2454964.785
